ID,spell_used,trap_used,character,position,location,assists,damage_amount,towers_damage,rooms_damage,deaths,money_total,kill_death_ratio,kills_total,level,controlling_time,total_damage,earned_damage,special_enemy_killed,room_kills,main_score,target
2058,4,11,XinZhao,Side.blue,Lane.jungle,6.0,560,3153,560,6,7852,1.3333333333333333,2,11,13,100859,24776,6,0,15,False
2059,4,12,Leblanc,Side.red,Lane.mid_lane,4.0,6477,6477,6477,5,15551,3.2,12,17,27,153554,20879,212,1,33,True
2060,11,6,Hecarim,Side.blue,Lane.jungle,10.0,2682,31724,2682,1,11051,20.0,10,15,20,166447,30537,24,3,21,True
2061,4,11,Viego,Side.red,Lane.jungle,3.0,0,11804,0,9,8709,0.8888888888888888,5,11,11,91149,21800,26,0,11,False
2062,6,4,Tryndamere,Side.red,Lane.top_lane,2.0,11287,24268,11287,6,17087,1.8333333333333333,9,18,7,260017,33802,264,3,29,False
2063,4,11,Zed,Side.red,Lane.jungle,7.0,4179,16983,4179,5,18398,6.6,26,17,8,195204,27493,60,2,19,True
2064,4,14,Shen,Side.red,Lane.utility,9.0,1110,2542,1110,6,8253,2.1666666666666665,4,12,28,22006,13503,35,1,65,True
2065,4,14,Lux,Side.blue,Lane.utility,9.0,446,613,446,9,10099,1.4444444444444444,4,13,93,56937,13557,31,0,79,False
2066,4,7,Ezreal,Side.blue,Lane.bot_lane,6.0,1516,20298,1516,7,13656,1.7142857142857142,6,15,5,180769,25689,194,1,28,False
2067,14,4,Lulu,Side.blue,Lane.utility,12.0,1447,1820,1447,8,7155,1.875,3,11,21,17756,15504,5,0,55,False
2068,4,12,Vex,Side.blue,Lane.mid_lane,9.0,5376,7176,5376,4,14653,5.5,13,16,27,177196,18520,205,3,23,True
2069,4,3,Jhin,Side.red,Lane.bot_lane,14.0,5299,6958,5299,3,14384,9.0,13,15,29,141150,13975,182,1,19,True
2070,14,4,Riven,Side.red,Lane.top_lane,0.0,262,1230,262,1,6102,1.0,1,11,3,56164,6490,131,0,9,False
2071,12,4,Akshan,Side.blue,Lane.top_lane,2.0,2671,6152,2671,6,11502,1.1666666666666667,5,15,8,131494,18920,199,1,26,False
2072,4,14,Leona,Side.blue,Lane.utility,11.0,0,436,0,14,7472,0.7857142857142857,0,13,44,17477,30094,26,0,48,False
2073,3,4,MissFortune,Side.red,Lane.bot_lane,6.0,0,0,0,8,10096,1.125,3,13,8,115279,19430,188,0,30,False
2074,4,1,Yasuo,Side.red,Lane.mid_lane,4.0,4485,17928,4485,0,12639,11.0,7,16,8,180289,12427,220,1,27,True
2075,12,4,Jayce,Side.red,Lane.top_lane,0.0,1324,2092,1324,6,5977,0.3333333333333333,2,10,6,58233,11558,107,0,5,False
2076,4,12,Camille,Side.blue,Lane.top_lane,8.0,1751,6127,1751,9,8150,1.1111111111111112,2,13,12,77778,23275,155,0,12,False
2077,4,3,Jhin,Side.blue,Lane.bot_lane,10.0,6603,9987,6603,1,11020,12.0,2,15,11,182282,15047,231,3,21,True
2078,4,3,Bard,Side.blue,Lane.utility,23.0,650,896,650,8,8455,2.875,0,15,39,18312,25633,21,0,105,True
2079,11,4,LeeSin,Side.blue,Lane.jungle,15.0,1727,22568,1727,4,13294,5.5,7,16,20,169504,37257,42,2,40,True
2080,4,14,TwistedFate,Side.red,Lane.mid_lane,13.0,1247,3648,1247,5,7778,3.0,2,12,25,64323,13004,95,0,14,True
2081,12,14,Katarina,Side.red,Lane.mid_lane,5.0,288,2095,288,8,11070,1.375,6,14,0,113520,23576,183,0,12,False
2082,4,3,Zilean,Side.red,Lane.utility,13.0,647,1235,647,5,7102,3.0,2,12,19,12335,9604,10,0,39,True
2083,6,11,Hecarim,Side.blue,Lane.jungle,4.0,582,15621,582,4,9178,2.25,5,13,9,145539,23137,8,1,21,False
2084,4,7,Jhin,Side.blue,Lane.bot_lane,10.0,7114,15502,7114,4,17808,4.5,8,18,36,321689,21835,317,3,38,True
2085,1,4,Aphelios,Side.red,Lane.bot_lane,6.0,10716,12827,10716,5,11479,2.6,7,12,9,109530,12030,145,5,26,True
2086,11,6,Hecarim,Side.blue,Lane.jungle,7.0,476,29448,476,5,10985,2.0,3,15,17,198601,25350,43,0,16,False
2087,4,12,Azir,Side.blue,Lane.mid_lane,7.0,3366,9302,3366,3,13839,6.666666666666667,13,15,15,137655,18549,154,0,23,True
2088,11,4,Fiddlesticks,Side.blue,Lane.jungle,11.0,0,3072,0,9,9327,1.5555555555555556,3,13,35,113445,27998,23,0,40,False
2089,4,12,Gangplank,Side.blue,Lane.mid_lane,11.0,8504,8655,8504,11,20089,1.6363636363636365,7,17,20,281579,27309,232,3,21,False
2090,4,11,Evelynn,Side.blue,Lane.jungle,4.0,3216,18986,3216,1,9032,11.0,7,11,4,113447,14703,11,1,16,True
2091,4,12,Yone,Side.red,Lane.top_lane,6.0,9635,31270,9635,3,14809,5.0,9,16,28,222413,22525,220,4,30,True
2092,14,4,Rakan,Side.red,Lane.utility,8.0,0,0,0,13,6857,0.8461538461538461,3,11,29,16630,21462,21,0,25,False
2093,4,12,Kennen,Side.blue,Lane.top_lane,1.0,1286,1286,1286,2,7674,2.5,4,11,14,70683,12194,129,0,19,False
2094,11,4,LeeSin,Side.red,Lane.jungle,7.0,0,6709,0,8,8902,1.375,4,14,16,105298,40380,13,0,29,False
2095,4,11,Aatrox,Side.blue,Lane.jungle,9.0,387,7425,387,3,9840,6.333333333333333,10,12,25,106303,29670,31,0,18,True
2096,4,14,Zoe,Side.red,Lane.mid_lane,3.0,952,952,952,8,6377,0.625,2,11,24,61691,14492,110,0,14,False
2097,4,12,Vladimir,Side.blue,Lane.mid_lane,5.0,3399,7004,3399,1,12008,11.0,6,15,1,138866,19970,219,3,16,True
2098,12,4,Jayce,Side.red,Lane.top_lane,9.0,3742,3742,3742,3,10846,4.666666666666667,5,14,5,115642,13364,173,1,23,True
2099,11,4,Qiyana,Side.red,Lane.jungle,3.0,4007,30345,4007,0,9037,12.0,9,12,11,119700,13913,24,3,27,True
2100,4,7,Nami,Side.blue,Lane.utility,18.0,431,431,431,5,8620,4.2,3,12,41,17643,13213,19,0,84,False
2101,4,12,Viktor,Side.blue,Lane.mid_lane,6.0,4556,8771,4556,3,12637,4.0,6,15,11,134306,11889,186,1,14,True
2102,4,12,Camille,Side.red,Lane.top_lane,3.0,338,338,338,8,7659,0.75,3,11,11,58560,21736,128,0,14,False
2103,4,11,Poppy,Side.red,Lane.jungle,5.0,206,9691,206,4,7859,2.0,3,12,22,102216,19938,15,0,18,False
2104,4,14,Rell,Side.red,Lane.utility,13.0,0,57,0,11,6582,1.3636363636363635,2,11,32,19240,19347,25,0,40,False
2105,4,11,Nunu,Side.red,Lane.jungle,9.0,3617,20641,3617,4,10293,4.75,10,13,24,116336,24989,15,2,15,True
2106,4,12,Shen,Side.red,Lane.top_lane,13.0,1037,5996,1037,9,11545,1.7777777777777777,3,16,26,81259,33578,159,2,28,True
2107,4,14,Nautilus,Side.red,Lane.utility,8.0,71,71,71,4,5286,3.0,4,9,42,17029,7783,29,0,21,True
2108,4,14,Zed,Side.blue,Lane.mid_lane,5.0,881,881,881,14,11539,1.2142857142857142,12,14,4,96500,23669,121,1,14,False
2109,4,7,Caitlyn,Side.blue,Lane.bot_lane,8.0,6020,8315,6020,10,11356,1.2,4,14,17,144409,21688,178,2,14,False
2110,4,11,Ekko,Side.blue,Lane.jungle,5.0,1789,3539,1789,8,13060,1.875,10,14,15,160724,30026,45,1,15,False
2111,3,4,Zilean,Side.red,Lane.utility,25.0,1235,1397,1235,6,9221,4.333333333333333,1,14,46,22711,15906,31,0,148,True
2112,4,12,Ziggs,Side.red,Lane.bot_lane,3.0,7354,11614,7354,6,8221,0.5,0,13,11,120468,14723,188,1,11,False
2113,12,4,Azir,Side.blue,Lane.mid_lane,10.0,5119,9670,5119,8,12528,1.625,3,17,13,157531,22788,235,2,18,False
2114,4,12,Viktor,Side.red,Lane.mid_lane,9.0,7602,13071,7602,4,15789,5.0,11,18,21,231906,18415,226,4,43,True
2115,11,4,Trundle,Side.blue,Lane.jungle,5.0,0,15150,0,7,7833,0.8571428571428571,1,13,16,114957,30884,42,0,19,False
2116,4,7,Jinx,Side.blue,Lane.bot_lane,4.0,10922,27945,10922,3,15430,4.0,8,16,11,262346,15883,293,5,29,True
2117,4,12,TwistedFate,Side.red,Lane.mid_lane,6.0,319,2400,319,10,9941,1.1,5,14,34,80583,22809,124,0,17,False
2118,4,7,Aphelios,Side.red,Lane.bot_lane,4.0,2835,5244,2835,5,9015,1.0,1,13,19,125506,10420,187,1,11,True
2119,3,4,Soraka,Side.red,Lane.utility,2.0,178,391,178,8,4628,0.25,0,9,25,10330,13122,4,0,29,False
2120,4,14,Braum,Side.blue,Lane.utility,22.0,147,6516,147,2,7910,11.5,1,13,28,24462,14916,34,1,62,True
2121,4,12,Kassadin,Side.blue,Lane.mid_lane,2.0,6261,6411,6261,2,13512,5.5,9,15,12,152677,9457,193,3,12,True
2122,14,4,Taric,Side.red,Lane.utility,14.0,956,4667,956,3,9996,5.333333333333333,2,16,13,27260,20875,44,0,103,True
2123,4,3,Ezreal,Side.blue,Lane.bot_lane,12.0,8937,17138,8937,2,12621,11.5,11,14,7,152635,19605,189,3,23,True
2124,4,7,Caitlyn,Side.red,Lane.bot_lane,6.0,0,0,0,12,6843,0.6666666666666666,2,11,14,46239,18054,79,0,19,False
2125,14,11,Talon,Side.blue,Lane.jungle,1.0,1578,7327,1578,7,10243,1.0,6,13,4,145238,21286,32,2,20,False
2126,4,12,Yone,Side.red,Lane.top_lane,3.0,7918,13732,7918,15,12502,0.5333333333333333,5,16,27,178639,30998,197,3,24,False
2127,4,3,Lux,Side.blue,Lane.bot_lane,9.0,1396,4023,1396,6,9087,2.1666666666666665,4,12,30,81823,10335,166,0,24,False
2128,4,11,Graves,Side.red,Lane.jungle,8.0,4304,31771,4304,1,13853,18.0,10,15,12,178661,23159,37,1,31,True
2129,11,4,Nidalee,Side.red,Lane.jungle,10.0,1570,38500,1570,3,9757,5.333333333333333,6,13,3,130714,19192,19,1,10,True
2130,4,11,Rengar,Side.blue,Lane.jungle,7.0,667,14001,667,10,12817,1.7,10,14,19,137117,29651,26,1,12,False
2131,3,4,Xayah,Side.red,Lane.bot_lane,5.0,5295,11891,5295,7,13703,3.0,16,13,21,129741,17426,144,2,12,True
2132,4,12,TwistedFate,Side.blue,Lane.mid_lane,15.0,2792,4610,2792,5,11274,3.8,4,15,53,140237,16671,187,0,19,True
2133,4,12,Fiora,Side.blue,Lane.top_lane,6.0,3840,3840,3840,3,7849,3.333333333333333,4,12,9,68552,16917,140,1,14,True
2134,4,7,Ezreal,Side.red,Lane.bot_lane,5.0,0,5488,0,9,7172,0.7777777777777778,2,11,0,61261,15190,126,0,15,False
2135,12,4,Kennen,Side.blue,Lane.top_lane,2.0,6398,6790,6398,0,10774,12.0,10,14,15,98093,7875,172,2,20,True
2136,4,3,Lucian,Side.red,Lane.bot_lane,3.0,940,3383,940,4,7055,1.25,2,11,1,72303,8446,142,0,24,True
2137,4,11,Qiyana,Side.blue,Lane.jungle,3.0,0,15239,0,8,11330,1.5,9,13,19,119466,22988,29,0,28,False
2138,4,12,Urgot,Side.red,Lane.top_lane,3.0,5135,13088,5135,4,10975,1.5,3,15,17,128288,22043,171,1,21,True
2139,4,7,Jhin,Side.blue,Lane.bot_lane,4.0,2672,3092,2672,7,9013,0.8571428571428571,2,13,9,103624,16034,159,1,22,True
2140,14,4,Pantheon,Side.red,Lane.top_lane,5.0,2249,3917,2249,8,12743,1.625,8,15,12,120030,27698,176,1,22,False
2141,4,11,Vi,Side.red,Lane.jungle,7.0,2029,19596,2029,5,8407,3.0,8,11,18,92129,15238,14,2,17,True
2142,7,4,Lux,Side.red,Lane.utility,14.0,2420,3095,2420,5,9816,3.4,3,15,62,47575,9025,24,2,84,True
2143,14,12,Sett,Side.red,Lane.top_lane,2.0,3323,3573,3323,5,8109,0.8,2,12,16,85732,15221,167,1,21,False
2144,4,11,LeeSin,Side.blue,Lane.jungle,14.0,2278,13039,2278,6,12282,3.333333333333333,6,16,22,157985,36227,49,2,27,True
2145,4,14,Shen,Side.red,Lane.top_lane,18.0,1852,6279,1852,3,8375,6.666666666666667,2,14,22,64213,19348,115,0,19,True
2146,4,11,Karthus,Side.red,Lane.jungle,24.0,3555,58471,3555,14,23103,3.357142857142857,23,18,40,360431,62601,97,3,47,True
2147,14,4,Twitch,Side.red,Lane.mid_lane,0.0,695,4764,695,9,10771,0.7777777777777778,7,14,6,108080,14862,181,1,15,False
2148,7,4,Jhin,Side.red,Lane.bot_lane,5.0,1706,8462,1706,3,12212,3.333333333333333,5,14,26,183104,14404,231,0,15,False
2149,4,3,Xayah,Side.blue,Lane.bot_lane,7.0,11595,24195,11595,4,13720,3.0,5,14,5,191604,11121,234,7,25,True
2150,11,4,XinZhao,Side.blue,Lane.jungle,0.0,0,5099,0,7,5634,0.4285714285714285,3,9,14,67737,15274,4,0,19,False
2151,14,4,Blitzcrank,Side.red,Lane.utility,7.0,0,0,0,5,5706,1.6,1,10,39,18406,14314,32,0,64,False
2152,4,12,Singed,Side.red,Lane.top_lane,9.0,2565,2673,2565,12,9666,1.1666666666666667,5,14,38,95256,27377,129,2,21,False
2153,4,12,Akshan,Side.red,Lane.top_lane,5.0,2890,4495,2890,13,13148,0.6153846153846154,3,16,1,206719,31787,203,1,29,False
2154,14,4,TahmKench,Side.red,Lane.utility,5.0,0,0,0,10,5702,0.7,2,10,20,23844,21249,40,0,29,False
2155,4,11,Zed,Side.red,Lane.jungle,3.0,973,10167,973,6,10224,1.6666666666666667,7,13,2,147162,21155,71,0,27,False
2156,4,11,Viego,Side.blue,Lane.jungle,12.0,2204,32181,2204,6,17746,5.5,21,17,23,196843,35049,50,1,46,True
2157,4,1,Draven,Side.blue,Lane.bot_lane,4.0,1558,3392,1558,6,10190,1.5,5,11,14,108061,24477,142,1,10,False
2158,12,4,Syndra,Side.blue,Lane.mid_lane,4.0,1050,5215,1050,9,12358,0.8888888888888888,4,15,24,155896,18479,220,0,16,False
2159,3,4,Rakan,Side.blue,Lane.utility,20.0,414,864,414,7,7242,2.857142857142857,0,12,23,15035,20804,29,0,72,False
2160,4,7,Aphelios,Side.red,Lane.bot_lane,5.0,13360,13360,13360,1,13723,19.0,14,13,13,132120,11495,184,4,24,True
2161,4,12,Akshan,Side.blue,Lane.top_lane,4.0,3993,3993,3993,3,11998,3.6666666666666665,7,14,2,117363,14784,175,2,18,True
2162,4,11,Trundle,Side.blue,Lane.jungle,11.0,753,31943,753,4,8632,3.25,2,13,16,100247,29532,7,2,13,True
2163,4,3,Yone,Side.red,Lane.bot_lane,9.0,1711,1902,1711,8,14254,1.5,3,16,13,221420,24922,284,1,32,False
2164,4,12,Ziggs,Side.red,Lane.bot_lane,3.0,15636,15636,15636,3,12745,2.6666666666666665,5,14,8,179516,9798,258,2,26,False
2165,12,14,Sejuani,Side.blue,Lane.top_lane,7.0,8943,10839,8943,1,12272,13.0,6,15,24,149025,22251,184,5,22,True
2166,3,4,Rakan,Side.red,Lane.utility,13.0,20,200,20,10,8160,1.6,3,11,39,19170,21736,26,0,69,False
2167,4,12,Kalista,Side.blue,Lane.top_lane,2.0,2872,3254,2872,9,7625,0.6666666666666666,4,11,6,64388,14226,119,0,17,False
2168,4,12,Vex,Side.blue,Lane.mid_lane,9.0,4540,7809,4540,2,11061,9.5,10,15,30,108761,13142,173,2,33,True
2169,4,7,Kaisa,Side.blue,Lane.bot_lane,11.0,4562,10448,4562,6,14409,2.833333333333333,6,15,5,214301,19827,225,3,21,False
2170,4,3,Lulu,Side.red,Lane.utility,20.0,1854,3426,1854,6,10153,3.5,1,15,29,26522,20602,25,1,94,True
2171,4,11,LeeSin,Side.red,Lane.jungle,18.0,1455,21996,1455,2,16031,15.5,13,17,23,194563,47256,66,0,39,True
2172,4,14,Lulu,Side.red,Lane.utility,18.0,3323,4326,3323,3,10187,7.0,3,15,18,26151,10379,16,0,63,True
2173,14,4,Riven,Side.blue,Lane.top_lane,3.0,3681,3734,3681,7,10174,1.0,4,13,16,90238,17715,156,1,13,False
2174,4,12,TwistedFate,Side.blue,Lane.mid_lane,15.0,2695,3788,2695,2,10120,8.5,2,14,26,91135,15513,157,1,31,True
2175,4,11,Kayn,Side.red,Lane.jungle,10.0,1660,29564,1660,3,9371,5.333333333333333,6,12,4,139488,16736,14,2,9,True
2176,4,3,Lucian,Side.red,Lane.bot_lane,5.0,8112,11167,8112,2,12922,10.5,16,13,3,124822,12574,182,5,19,True
2177,4,12,Ornn,Side.blue,Lane.top_lane,9.0,3437,3437,3437,2,13985,9.0,9,16,63,147761,30817,216,0,46,True
2178,14,4,Thresh,Side.blue,Lane.utility,22.0,519,2948,519,8,7775,2.75,0,12,24,16000,16729,30,0,63,True
2179,4,3,Karthus,Side.red,Lane.bot_lane,1.0,215,215,215,5,5787,0.6,2,10,7,55232,7012,115,0,3,False
2180,12,4,Jayce,Side.red,Lane.top_lane,7.0,3309,13136,3309,6,18467,3.5,14,18,5,298297,30070,305,1,19,True
2181,12,14,Katarina,Side.blue,Lane.mid_lane,9.0,5413,11410,5413,4,15077,5.25,12,17,1,178541,19567,203,3,14,False
2182,12,4,Irelia,Side.red,Lane.top_lane,4.0,2081,9710,2081,5,9914,1.4,3,14,7,143636,26295,212,1,14,True
2183,14,4,Lulu,Side.blue,Lane.utility,10.0,3401,5425,3401,2,7825,8.0,6,11,16,20737,6527,5,1,40,True
2184,4,14,Lissandra,Side.red,Lane.mid_lane,10.0,4305,6235,4305,2,10693,8.5,7,14,25,104347,11574,156,0,23,True
2185,14,4,Vladimir,Side.red,Lane.mid_lane,4.0,4143,7899,4143,3,13975,4.0,8,17,2,174852,27355,234,4,18,True
2186,11,4,LeeSin,Side.red,Lane.jungle,8.0,0,16237,0,7,15349,3.7142857142857135,18,16,24,162089,36374,12,0,27,False
2187,11,4,Qiyana,Side.blue,Lane.jungle,8.0,3282,48287,3282,2,15044,9.5,11,15,25,199618,24911,40,2,34,True
2188,14,4,Thresh,Side.red,Lane.utility,4.0,0,414,0,4,5081,1.25,1,10,29,19742,12024,36,0,47,False
2189,4,12,Malzahar,Side.blue,Lane.mid_lane,8.0,6455,8929,6455,5,13388,3.0,7,16,64,159627,18119,225,3,30,True
2190,12,4,Kassadin,Side.blue,Lane.mid_lane,8.0,5147,5147,5147,10,19317,2.5,17,18,20,256220,39124,266,0,14,False
2191,4,14,Nunu,Side.blue,Lane.mid_lane,4.0,0,0,0,4,4640,1.25,1,9,19,42734,12153,68,0,5,False
2192,4,12,Viktor,Side.blue,Lane.mid_lane,10.0,7164,8387,7164,2,13854,9.0,8,15,13,159773,9778,224,3,24,True
2193,12,4,Irelia,Side.red,Lane.top_lane,5.0,3482,7719,3482,5,12827,2.6,8,15,5,145750,21175,212,2,10,True
2194,4,14,Thresh,Side.blue,Lane.utility,5.0,257,581,257,7,5982,1.0,2,10,29,14438,12908,28,1,42,False
2195,4,14,Nami,Side.red,Lane.utility,14.0,1505,5224,1505,3,7409,5.0,1,12,15,14303,6906,15,0,79,True
2196,4,6,Riven,Side.blue,Lane.top_lane,3.0,2388,4405,2388,8,11624,0.625,2,15,25,158718,28708,229,2,19,False
2197,4,14,Nami,Side.red,Lane.utility,24.0,2590,2977,2590,8,8377,3.0,0,13,24,28233,12944,42,2,72,True
2198,1,4,Ashe,Side.red,Lane.bot_lane,4.0,427,427,427,6,7170,1.1666666666666667,3,10,23,59489,12116,121,0,16,False
2199,4,7,Lucian,Side.blue,Lane.bot_lane,2.0,2376,2376,2376,4,9488,1.25,3,13,0,113659,13219,206,1,18,False
2200,4,11,Viego,Side.red,Lane.jungle,17.0,692,26892,692,8,14000,3.25,9,16,22,159889,33010,48,0,32,True
2201,4,14,Karma,Side.blue,Lane.utility,8.0,583,982,583,3,7586,3.6666666666666665,3,12,23,26679,11036,33,0,46,False
2202,4,3,Ezreal,Side.blue,Lane.bot_lane,11.0,7281,17448,7281,3,16075,6.333333333333333,8,16,2,229442,21977,232,2,34,True
2203,4,14,Galio,Side.blue,Lane.mid_lane,7.0,0,577,0,10,7945,1.0,3,12,25,75971,20988,115,0,8,False
2204,4,12,Ziggs,Side.blue,Lane.bot_lane,6.0,1222,1222,1222,10,10511,1.1,5,14,17,112515,19599,153,0,16,False
2205,4,11,LeeSin,Side.blue,Lane.jungle,16.0,3104,50706,3104,3,15193,10.666666666666666,16,16,23,171962,43781,29,0,29,True
2206,4,11,Kayn,Side.blue,Lane.jungle,13.0,3183,34706,3183,3,12052,6.333333333333333,6,14,16,145916,29838,33,3,3,True
2207,4,14,Lulu,Side.red,Lane.utility,10.0,784,784,784,6,6344,1.8333333333333333,1,11,20,15343,14083,11,0,47,False
2208,12,4,Corki,Side.red,Lane.mid_lane,2.0,8190,27015,8190,3,20585,5.333333333333333,14,18,6,325825,18512,275,2,39,True
2209,4,3,Karthus,Side.red,Lane.bot_lane,9.0,4255,7019,4255,4,12528,5.25,12,13,11,125643,9542,184,3,13,True
2210,11,6,Hecarim,Side.blue,Lane.jungle,11.0,0,18463,0,7,10554,2.2857142857142856,5,14,18,152073,39448,28,0,28,False
2211,4,12,Rumble,Side.blue,Lane.top_lane,14.0,2344,17335,2344,8,14665,2.25,4,18,17,202708,36762,222,0,47,False
2212,4,11,Zed,Side.red,Lane.jungle,6.0,0,4105,0,10,6679,0.9,3,11,5,81860,20141,15,0,19,False
2213,4,12,Jax,Side.blue,Lane.top_lane,3.0,6843,11515,6843,7,9271,0.5714285714285714,1,14,11,119680,21208,163,3,17,True
2214,4,12,Vex,Side.blue,Lane.mid_lane,12.0,3375,4874,3375,4,11959,4.75,7,16,38,161437,16796,214,0,38,True
2215,7,4,Ezreal,Side.blue,Lane.bot_lane,4.0,5048,6774,5048,6,10041,0.6666666666666666,0,14,0,127397,20250,198,2,17,False
2216,4,12,Galio,Side.blue,Lane.mid_lane,3.0,475,543,475,9,6975,0.6666666666666666,3,11,25,55082,25725,100,0,20,False
2217,4,12,Kayle,Side.red,Lane.mid_lane,6.0,5902,11219,5902,2,12338,7.5,9,14,7,112743,15910,196,2,20,True
2218,11,4,LeeSin,Side.blue,Lane.jungle,4.0,289,25878,289,5,13677,3.2,12,16,21,157931,37486,20,0,46,True
2219,4,7,Lulu,Side.blue,Lane.utility,15.0,333,1458,333,6,7571,3.1666666666666665,4,11,22,15661,11160,10,0,39,True
2220,11,4,Ekko,Side.red,Lane.jungle,10.0,0,14394,0,9,14501,2.333333333333333,11,17,33,211794,46816,46,0,17,False
2221,4,12,Singed,Side.blue,Lane.top_lane,17.0,1674,5662,1674,8,12362,3.25,9,16,25,90479,30053,119,1,11,True
2222,11,6,Udyr,Side.blue,Lane.jungle,0.0,0,6801,0,3,7753,1.0,3,12,11,130318,18189,26,0,12,False
2223,4,12,Akshan,Side.blue,Lane.top_lane,7.0,1726,5839,1726,6,14963,2.833333333333333,10,15,3,150760,19851,185,0,15,False
2224,3,4,Kaisa,Side.blue,Lane.bot_lane,7.0,6362,23767,6362,7,13440,2.0,7,16,3,163077,20042,216,5,19,True
2225,4,7,MissFortune,Side.red,Lane.bot_lane,9.0,6416,14350,6416,5,14461,4.4,13,15,13,149063,14223,178,3,27,True
2226,4,12,TwistedFate,Side.blue,Lane.mid_lane,13.0,7335,8439,7335,2,11883,8.5,4,15,40,131963,17537,173,2,21,True
2227,7,4,Lucian,Side.red,Lane.bot_lane,8.0,80,3201,80,9,11732,1.5555555555555556,6,15,3,166410,25844,174,0,38,False
2228,11,12,Kayn,Side.red,Lane.jungle,1.0,427,1551,427,9,6087,0.4444444444444444,3,11,4,60914,17585,68,0,4,False
2229,14,12,Akali,Side.red,Lane.top_lane,4.0,780,1216,780,7,8539,1.0,3,14,1,89273,25604,130,0,13,False
2230,4,11,Trundle,Side.red,Lane.jungle,5.0,0,3743,0,5,12226,2.8,9,14,32,117875,39585,43,0,28,False
2231,4,11,Nunu,Side.blue,Lane.jungle,10.0,885,11326,885,3,11662,5.666666666666667,7,15,21,148607,22700,41,0,31,True
2232,12,4,Singed,Side.blue,Lane.top_lane,7.0,2864,6122,2864,5,10132,2.2,4,15,25,111331,20203,165,1,36,True
2233,4,11,Singed,Side.blue,Lane.jungle,10.0,0,2117,0,7,7973,1.8571428571428568,3,12,27,95111,27776,53,0,19,False
2234,6,4,Vladimir,Side.blue,Lane.mid_lane,9.0,3250,6844,3250,10,13336,1.5,6,16,6,159543,35639,192,1,33,True
2235,4,14,Rakan,Side.blue,Lane.utility,12.0,76,76,76,8,8308,1.625,1,13,20,16795,29246,32,0,80,False
2236,11,6,Singed,Side.red,Lane.jungle,7.0,0,12984,0,3,9604,5.0,8,13,18,120414,22422,25,0,39,True
2237,14,4,Karma,Side.blue,Lane.utility,21.0,556,6812,556,8,8967,3.125,4,13,20,33013,16792,19,0,70,True
2238,12,14,Akali,Side.blue,Lane.mid_lane,3.0,1835,1835,1835,7,7566,1.1428571428571428,5,11,0,53649,17087,96,2,6,False
2239,4,11,Graves,Side.red,Lane.jungle,8.0,5023,42472,5023,5,16995,3.4,9,18,20,327691,32377,88,2,43,True
2240,12,4,Gragas,Side.red,Lane.top_lane,1.0,0,0,0,5,6691,1.0,4,11,22,56279,19544,125,0,5,False
2241,4,7,Jhin,Side.blue,Lane.bot_lane,12.0,6103,10456,6103,3,12067,6.666666666666667,8,15,18,153499,12742,180,4,12,True
2242,14,4,Taric,Side.blue,Lane.utility,9.0,0,0,0,5,4205,2.0,1,8,25,11846,9733,20,0,19,False
2243,4,11,Viego,Side.blue,Lane.jungle,9.0,441,37366,441,13,11003,1.0,4,14,16,136494,45378,37,0,17,False
2244,4,3,Varus,Side.red,Lane.bot_lane,1.0,3847,3847,3847,2,7065,1.5,2,11,8,64207,5801,143,1,7,True
2245,4,12,Sett,Side.blue,Lane.top_lane,5.0,6221,8848,6221,6,12368,1.5,4,15,25,141326,39597,179,2,31,False
2246,11,4,LeeSin,Side.red,Lane.jungle,5.0,1023,19475,1023,2,9866,6.5,8,12,16,111244,18479,38,1,19,True
2247,4,14,Rell,Side.red,Lane.utility,14.0,456,653,456,2,6727,8.0,2,10,34,20743,9597,30,0,38,True
2248,4,3,Twitch,Side.red,Lane.bot_lane,8.0,2833,11322,2833,8,11782,2.375,11,13,4,99839,19639,143,2,16,True
2249,4,7,Aphelios,Side.red,Lane.bot_lane,15.0,7825,14678,7825,5,14582,5.0,10,15,31,170069,15224,230,3,27,True
2250,14,12,Camille,Side.red,Lane.top_lane,6.0,3047,11571,3047,3,7604,2.6666666666666665,2,12,14,74053,14137,137,2,9,True
2251,12,4,Akshan,Side.red,Lane.top_lane,6.0,3444,7685,3444,9,11351,1.0,3,16,0,127855,24580,180,3,20,True
2252,12,14,Katarina,Side.red,Lane.mid_lane,1.0,612,812,612,5,7572,0.4,1,12,1,82275,10616,167,0,14,False
2253,4,7,Ezreal,Side.blue,Lane.bot_lane,6.0,531,4183,531,7,7773,1.1428571428571428,2,12,0,79875,14037,142,0,10,False
2254,4,11,Volibear,Side.blue,Lane.jungle,8.0,539,18895,539,9,11183,1.7777777777777777,8,14,20,140001,40365,19,0,35,False
2255,14,4,Karma,Side.red,Lane.utility,12.0,802,2338,802,3,6639,4.333333333333333,1,11,21,17182,6837,11,0,47,True
2256,4,1,Jinx,Side.blue,Lane.bot_lane,6.0,7255,7255,7255,6,10871,2.5,9,11,13,105354,13566,143,3,17,True
2257,4,12,Karma,Side.red,Lane.mid_lane,2.0,2853,7165,2853,5,8856,0.8,2,14,28,104791,12740,177,2,21,False
2258,12,4,Jayce,Side.blue,Lane.top_lane,2.0,4561,11991,4561,6,11530,0.3333333333333333,0,16,10,217962,16738,263,2,22,False
