ID,Text,target
3157,ive been feeling disgusted and ashamed,anger
3158,i wonder sometimes how it must feel to be rich,joy
3159,i feel im pretty spot on in this instance but im just guessing,joy
3160,i feel ecstatic relived and most of all from the bottom of my heart truely grateful to,joy
3161,a group of youngsters dressed in fads talked foul language on a bus they also insulted the pedestrians on the road and were impolite to the passengers of the bus,anger
3162,i sit and remember what longing felt like and what denial feels like it is so strange to think i couldnt have changed my own perspective the experience itself created my view of the world,fear
3163,i was in seoul i could help but feel jealous,anger
3164,i am sure everyone of us felt that feeling at least once while some of us might get agitated easily,anger
3165,i feel frightened i hear a mighty roar,fear
3166,i established a rule with my comp that we don t end planning session at the end of the day until we resolve all conflicts or any feelings of anger or anything that bothered one of us to each other and fix whatever it was,anger
3167,i cannot help but feel outraged to recognize that essentially children in america have no rights at all,anger
3168,i am feeling grumpy and irritated,anger
3169,i think i want to go to an aa meeting just to hear the stories but it feels rude,anger
3170,i feel selfish but i think it s about time i was,anger
3171,i look out on this scene i think about how cute it is and enjoy a swelling feeling of pride in the playful delight of my dog,joy
3172,i think it is easy to feel afraid when one considers the nuclear weapons the weather the protests the riots the police reactions the governments responses or the laws being passed,fear
3173,when i saw all the starving people in ethiopia on tv it felt awful to see such suffering,anger
3174,i would hate to be bit imagine if the secretary is feeling irritable that day eh,anger
3175,i have the power to make another do what i want but in reality feel threatened and desire to control this other person so i am not a href https eqafe,fear
3176,i only have a few things on my list i feel super guilty and can t relax,joy
3177,i didn t sleep well the night before and am not feeling half as brave as i was yesterday,joy
3178,i am still numb i question everything about what i feel and terrified to trust all my feelings,fear
3179,i feel like we are a creative home truly painting while they are in there making music,joy
3180,im feeling so so insecure,fear
3181,i feel wronged by you over and over,anger
3182,i feel i ve been wronged luckily i managed to control myself and not complain or talk bad about the friend either online on facebook or offline in person,anger
3183,i feel fearful because i dont know what is going to happen next in the course of me recovering,fear
3184,i was starting to feel scared for both of their safety and i wish those officers hadn t left no matter how much i hated them,fear
3185,i feel like a child who got one lick of the most delicious lollypop ever,joy
3186,i am feeling honored grateful and blessed to get to spend each day with these remarkable th graders,joy
3187,i should feel bothered that she was spying but i wasn t,anger
3188,i was beginning to feel anxious about it and i asked him to help me out,fear
3189,i just feel more vulnerable than other people,fear
3190,i was feeling like a beluga whale and quite grouchy,anger
3191,i feel like as a creative professional you need to have that unpressed creative outlet to get re inspired,joy
3192,im feeling stressed about this more than i should,anger
3193,i love the combination of lavender and orange scent but feel free to substitute any other fragrance oil or essential oils that you wish,joy
3194,i am feeling like painting tonight and simply being creative,joy
3195,i feel really anxious,fear
3196,i feel that there is a clever caption in the making here but im not quite feeling well enough to provide one myself,joy
3197,i have my lowest level class first which is definitely the most difficult to manage with the hotshot boys men then my best class very last period which leaves me feeling somewhat useful at the end of each day,joy
3198,i feel as if her call was not a sincere apology,joy
3199,i am feeling terrific at the moment,joy
3200,when i damaged my wristwatch which i liked very much,anger
3201,i feel really petty and immature but i dont want to cheat on greg or end up breaking up because were fighting over the stupid little things,anger
3202,i would save it for the next time im feeling cranky or irritable then spray some lightly behind my ears,anger
3203,i am feeling that bitter sweetness that comes from a deep recess in my soul,anger
3204,i feel angry im happy,anger
3205,i always conceal my real true feelings because im afraid of being venerable and taking advantage of because well that happened before and it really destroyed me,fear
3206,im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,fear
3207,i feel crazily indecisive impulsive just in a,fear
3208,i don t understand why musicians sometimes feel inhibited,fear
3209,i feel very lucky to live in a warm home with the three people i love most,joy
3210,i get nothing and i really want to feel like if someone likes me for who i am not for my stubborn sister,anger
3211,i sometimes feel very vulnerable,fear
3212,i feel as though ive reached a point in my career where im highly respected there,joy
3213,i feel like someone s strange uncle trying to break the ice at a party by showing this amazing talent thinking that guests will be impressed but in turn just made everything a hundred times more awkward,fear
3214,i thought i should be excited that im starting work but im feeling reluctant as ever,fear
3215,i am feeling so excited for many of the bloggers i follow who are anxiously bearing through a ww of the first few weeks of pregnancy,joy
3216,im feeling really agitated for some reason i think its coz im confused,anger
3217,i feel indecisive it feels like the security that i usually feel from sensing the ground beneath my feet is suddenly gone and i am left feeling wobbly and unhappy,fear
3218,i visited the psychologist all those years ago i really took to heart what he said about not closing myself up and letting others know when i feel uncomfortable etc,fear
3219,i am at the bus stop and i hear the squeak of a baachan trolley i feel a little paranoid,fear
3220,i ate great and whats even better is that i feel terrific,joy
3221,i could feel this way but i honestly believe that he was and is a very violent and dangerous man,anger
3222,i said in some recent interviews we will have two guests on the next alcest album and today i feel glad to reveal the first one,joy
3223,i felt the sadness and remorse we are supposed to feel when we realize we have wronged someone corinthians,anger
3224,i feel more clever,joy
3225,i feel agitated and empty and missing something,anger
3226,i feel like how i m pissed that i have to spend an entire extra year in school because of stupid biochem,anger
3227,i find them downright amusing but other times i feel slugged in that vulnerable spot knowing that i ll never have a daughter,fear
3228,i am going to add some photos from today and again thank you all for your dear support when i was feeling overwhelmed at different moments,fear
3229,im still feeling annoyed though,anger
3230,i always get questions about blocking in my classes and its a topic i feel pretty passionately about as a knitter and as a teacher,joy
3231,i just feel cold said rachel,anger
3232,i just feel so unsure of myself and everything in my life,fear
3233,i am writing this i remember between feeling assured i wasnt dead and checking the window that me and my mom started fighting,joy
3234,i feel suspicious but i cant walk a way i like him i always had a thing for football players i know ive been m,fear
3235,im feeling quite excited because i get to introduce you to my newest fabulous sponsor,joy
3236,i feel so uncomfortable about the word hero,fear
3237,finding out that i am not ill not seriously,joy
3238,i once knew a quaker who announced quite excitedly that he was feeling absolutely wonderful because for a period of about a fortnight nothing much had been happening in his brain,joy
3239,i feel too rushed,anger
3240,i nearly called an ambulance feel a bit shaken up saw the doc who has given me some diazepam which im not sure of takeing,fear
3241,i was feeling pretty cranky and down and all i could think of what how much better i feel when i cut my hair off,anger
3242,i had a horrible tragedy something that i was terribly ashamed of or something that was causing me great pain or that was making me feel vulnerable i have more than just one or two very trusted people who i know i could call for help,fear
3243,i was feeling very keen to get out of the camp site before they realised i had been given the best gift of all free accommodation and free services,joy
3244,i feel like they might be engineering hostile situations by which i mean wars and missile testing and dropping spy planes out of the sky and all the rest because overwhelmingly they have y chromosomes and because they are bored,anger
3245,im feeling distracted i tend to practice with my eyes shut as much as possible,anger
3246,i thought id try to demonstrate the difference as i know if i hadnt seen it for myself i may still be feeling doubtful,fear
3247,i receive the good news in joy like the magi or do i feel threatened by gods message like herod,fear
3248,i knew i needed to get over there but had been dragging my feet a combo of feeling intimidated by the language barrier and the kids nap schedules,fear
3249,i fought back the blush on his cheeks one hand resting over his heart feeling the frantic beating almost positive kai could hear it,fear
3250,i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,anger
3251,i wonder how genentech feel about a hostile takeover by its global partner,anger
3252,i did sleep last night however but woke up at am feeling splendid other than sniffles and itchy throat and just wasnt sure how i could be so awake,joy
3253,i feel graceful and almost mythical,joy
3254,is name in the opening passages saying it may strike the reader as rather singular and far fetched but he may feel assured that it was by no means far fetched and that the circumstances were such that it would have been impossible to give him any other name,joy
3255,i feel better now,joy
3256,i left to the shower questioning what i feel she was gorgeous such a fantastic body so confident in her movement effortlessly graceful,joy
3257,i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach,anger
3258,i suppose to feel terrified,fear
3259,i am sitting here feeling a bit grumpy moanday blues anyone else feeling this way too,anger
3260,i am feeling a bit strange never felt that ever but should i really stop writing blogs now,fear
3261,i want to say how i want to feel just come out so bitter and angry,anger
3262,i would accept your gift without feeling mad,anger
3263,i was a bit more bouncier than usual i didnt feel as grouchy about everything as normal,anger
3264,i just feel really violent right now,anger
3265,i do not like exposing myself because i end up feeling vulnerable,fear
3266,i feel agitated do i know how to quickly calm and soothe myself,anger
3267,i feel as the author is very passionate about his poem because when he wrote his poem he wrote from his feeling and history,joy
3268,i usually start feeling anxious,fear
3269,i have kept quiet when someone did or said something hurtful and not said what i was feeling because i did not want to be rude,anger
3270,i feel like a bitchy selfish idiot,anger
3271,i could understand if a survivor reading this might at first feel offended by my talking about abstract forms of rape,anger
3272,i may have spent the last hours feeling like a tortured soul but on the other side its all sunshine and rainbows,fear
3273,i didnt feel as intimidated as i had felt at the beginning of class,fear
3274,i want to say that i feel as though i dont play a really vital role in anyones life with the exception of one friend,joy
3275,i just feel so wronged and sad that i cant even have the space i want,anger
3276,i feel like a soda in a can shaken turbulently and flew violently out of its container the moment it felt air exchanging its freedom to you,fear
3277,i can feel their afraid,fear
3278,i grin and kiss my way down his body the same way he d done to me except with less teeth because i m feeling rather mellow and content at the moment,joy
3279,i was feeling pretty well in mid october,joy
3280,i don t feel greedy of worldly things so it s not a big deal,anger
3281,i feel more like the manager everyday and i feel more respected by the day as well,joy
3282,i write him when something big has happened like a fun trip or milestone and other times i just write him to tell him how im feeling about his sweet baby snuggles or growing personality,joy
3283,i do not know that he simple feelings i am startled by startled though he did not understand the words but i was feeling his words there are overtones green ink why suddenly say,fear
3284,i feel like if people see the chinks in my armor they re going to decide that i m this fucked up person dismiss me as a hot mess and not want to be around me anymore,anger
3285,i should do but i think it means that i should always be open to opportunities of inviting and involving others in ministries and that i should be creative in finding ways for others to participate in and feel welcomed into such ministries,joy
3286,i are another reason why foreign tourists feel reluctant to drive in this island,fear
3287,i feel honoured that she has chosen to share this with me,joy
3288,i could ingrain in my mind all my feelings all my experiences reading it so if i hated everything that happened in the next book i could just go back to the first and pretend nothing ever happened past it,anger
3289,i need to feel assured i need to feel secure,joy
3290,i go back to my point about what an easy sell getting folk to feel really virtuous for not doing what they dont want to do anyway,joy
3291,i get the feeling the oilers are hesitant to count on him again after he missed so much time a year ago,fear
3292,i feel honoured to wear this one,joy
3293,i feel irritated that he either interrupts my quiet time or wakes me up,anger
3294,ill just have to make some local friends i can go to the movies with and know for a fact they wont even without meaning to cause i seriously doubt there was any actual intention to hurt my feelings or actually call me heartless a moral or brainless it just came across that way to me,anger
3295,i was feeling joy happiness ecstasy triumph or love i felt contented somehow,joy
3296,i feel pressured to be the perfect happy woman but it s because i have a hard time letting people in past a certain level so it just is easier to default to happy go lucky which i usually am anyway,fear
3297,i feel like i need to do something to change this vicious cycle of being good and letting cravings drive me to madness and binging,anger
3298,i feel the presence of god something fearful happens i became aware of my own unworthiness my own short comings and yes my own sin,fear
3299,i can t help but feeling weird when opening every closet in an apartment that somebody s still living in so i didn t,fear
3300,i was planning to make cookies this evening but i am not feeling so good so i will do this tomorrow,joy
3301,i feel like i ve been put in a bag and shaken up but otherwise ok,fear
3302,i feel generous this evening and id like to share a pie crust recipe to help those who have struggled with trying to make a pie,joy
3303,im feeling nervous about it,fear
3304,i want to be someone that people can approach and feel accepted by and not judged because i do feel that people feel judged by me,joy
3305,i found myself in the novel position of feeling a bit uncertain about the stock market rally,fear
3306,i could feel my body start to shake with nervous anticipation,fear
3307,i feel tortured a href http lawrencewashington,anger
3308,i suddenly feel a lot smarter and more talented than i did last night,joy
3309,i feel impatient with the christian church disciples of christ and its many manifestations over the fact that i haven t yet gotten even the slightest whiff of a call,anger
3310,i have a bunch of ideas but at the same time i feel intimidated because i am just a freshman and apparently know nothing about anything,fear
3311,i feel like a reluctant queen tasked to rule over a nation of miscreants who are exactly like me,fear
3312,i feel have been convinced by many factors in our culture of a kind of cooking mystique,joy
3313,i sometimes feel hated but i am not it is all in my head,anger
3314,i remember then feeling bitter that i couldnt pop the balloons and join in the celebrations,anger
3315,i sing i feel weird,fear
3316,i am feeling anxious that im not out watching this important game that im avoiding a bar because of an asshole who broke my heart and that im missing out meeting cute boys,fear
3317,i give off a different feel im carefree,joy
3318,i would feel joyful,joy
3319,i feel terrified because even if i have the time to write out how i feel about mr,fear
3320,im feeling so distracted recently,anger
3321,i take lightly but if youre like me you re probably feeling a little skeptical of product that is being sold on the internet as the way to become successful online,fear
3322,i know just how you feel any ache pain in tummy i get frightened incase it em again,fear
3323,i will feel shy and won t be able to talk to her,fear
3324,i think just noticing this in me that i m more prone to feel jealous right now is helping me show up with a bit more intentionality than at other times in my life,anger
3325,i still feel vulnerable and hurt but its manageable,fear
3326,i really am feeling skeptical about politicians lately and all of the tomfoolery and shenanigans that are going on in washington so it s nice to read a book that is about that subject and about some people taking action though no i don t advocate the actions they took,fear
3327,i am sure the organisation themselves have the best of intentions though i disagree with them whole heartedly its just i get the feeling that some of the demostrators will be slightly hostile to students,anger
3328,im not feeling terribly adventurous plus i have family visiting so i cant completely neglect them meaning its going to be business as usual for me,joy
3329,i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable,anger
3330,i feel fearful of how this sensitive non confrontational driven girl will thrive as an executive in the corporate world,fear
3331,i was feeling very pressured,fear
3332,i feel fairly calm,joy
3333,im feeling really stressed at work too because theyre piling so much stuff for me to do and expect me to do all this creative stuff or decorate or make this,anger
3334,i think about talking to a lawyer and finishing this i feel anxious,fear
3335,i feel a bit jealous because i been trying to date him long time ago but he doesnt want me,anger
3336,i feel like the class clown because im the only outgoing person there,joy
3337,i feel this book explains things well and is easy to use,joy
3338,i stopped feeling bitter and sorry for myself and lost myself in the work my work started getting better or rather continued to get better,anger
3339,im feeling so goddamn pissed and just,anger
3340,i know its an unfair reaction but i have run out of ways to explain how i feel shaken is the best i can come up with right now,fear
3341,i still feel annoyed and the older sd is always sick with something and i mean always,anger
3342,i feel like reading anansi boys again its gorgeous,joy
3343,i even get jealous when my bf speaks to his best friend who is a girl and also friend of mine but i listen and understand their friendship because my trust towards my bf is higher than me feeling jealous,anger
3344,i would imagine someone to have achieved much more yet i feel no desire to reach out towards the greedy hands and caretakers and give them my sand from the hourglass of mine,anger
3345,i feel so elegant so marvelous so irresistible in this frock that i will endure the discomfort,joy
3346,i feel so cold here,anger
3347,i find it very hard to feel relaxed for more than hours,joy
3348,i just didnt feel like taking her bitchy attitude,anger
3349,i sat there for a while listening to the wind blow through the trees feeling so calm until she was finally ready to come,joy
3350,i do not do these things to torture you i am feeling tortured myself at the moment,anger
3351,i was out shopping with a friend the other day and she asked how i was feeling about the book coming out and i said i was terrified and she asked why,fear
3352,i see lovers i feel envious i want someone to be there for me,anger
3353,im feeling a little shaky because im going to give a speech at jens retirement lunch shortly and i dont want to cry,fear
3354,i guess being the good friend that he is he can not and will not allow me to go on with life feeling so distressed and confused,fear
3355,i feel you and its so sincere,joy
3356,i try to remember that quote when i feel i may be hitting a wall in a marathon or even a training run and i know it is time to find that perfect song that fuel,joy
3357,im feeling a bit suspicious,fear
3358,i am feeling manipulkated and wronged by my son and its as though he is lucy and i am charlie brown,anger
3359,i look forward to when i am feeling better and can write more often,joy
3360,i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,anger
3361,i just feel too stubborn to give up on a dream,anger
3362,i feel bitchy because i am hurting too,anger
3363,i feel like more people should be brave enough to speak up against the non standards of the self publishing market because all the authors i know work so damn hard and they deserve better,joy
3364,i was stymied a little bit as i wrote feeling unsure that i might go somewhere with the story unintended,fear
3365,i was so nervous all i remember is my heart beating loudly and feeling insecure as others watched me from off stage,fear
3366,i may or may not have cried when thanking them for making my children feel so special and loved,joy
3367,i feel like ive been shaken around a thrown down,fear
3368,i feel like i should be suspicious of her but im just so happy to see her,fear
3369,i feel that as this greedy obsession continues sustainabilitys growth will be hindered,anger
3370,i feel obnoxious for saying that,anger
3371,i somehow feel terrified as though if i dare slow down or walk in place to catch my breath billy blanks will jump out of the screen and yell into my face with all his fierceness,fear
3372,i feel indecisive on whether or not i feel the book huckleberry finn should be censored,fear
3373,i am breathing well and feeling quite lively and upbeat,joy
3374,i cant help but feel that if i hadnt had been so selfish then i could have sheltered you from feeling this way now,anger
3375,i don t feel resentful i feel guilty,anger
3376,i feel rather petty that i just dont have time to have someone talented like christine make it,anger
3377,i am feeling extremely annoyed and restless,anger
3378,i feel very reluctant talking about death,fear
3379,i feel cold spots,anger
3380,i am feeling vulnerable worrying that the publishing world doesn t like my stories and won t like this next one if i write it,fear
3381,i feel so petty who one of my first colleagues had not nice things to say about when i first asked for any contacts for investment banks from before i arrived at this job,anger
3382,i didn t know it was possible to feel more terrified,fear
3383,ive been feeling so restless at home these days probably because i had been cooped up at school and home for way too long,fear
3384,i feel it is worthwhile to document it for people who are not familiar with batch files,joy
3385,i feel uncertain and not entirely safe,fear
3386,i am feeling particularly annoyed at my co workers i sometimes make the rounds of the floors finding literally pounds of white paper in the trash,anger
3387,i guess im just feeling a little rebellious,anger
3388,i feel invigorated and enthusiastic,joy
3389,i feel like its not worth trusting him,joy
3390,i didnt feel the cold up there because we had a fire every night,anger
3391,i want to tell you what im feeling but i dont know where to start i want to tell you everything but im afraid youll break my heart why would something easy be so hard to do,fear
3392,i did not feel dangerous enough to get in,anger
3393,i do know the main reason i feel like i m losing myself unsure if i ll ever get those pieces back but i m not quite ready to talk about that just yet,fear
3394,i feel this triumphant pride as i stand at the counter like i am achieving some high level male honor because i am a female doing this a redhead to boot,joy
3395,i guess i feel irritated when great music gets ignored even if it is necessary,anger
3396,i actually answered you pathetic fucking e mails but no thats too fucking easy just call andintrupte what was a wonderful fucking day with you trad trash what the fuck slave he felt the feeling come over him he bagan to shiver and shaken with fear,fear
3397,i needed but i m feeling greedy,anger
3398,i love wearing new shoes i just feel so glamourous and when i get a pair of designer shoes i love the box and all the trimmings that come with them,joy
3399,i was feeling irritable and grumpy today so i came home for lunch took a nap,anger
3400,i feel like my casual nonchalant attitude is easi,joy
3401,i think about it more i have been feeling symptoms of a cold and headaches for the last couple days,anger
3402,i feel like i got resentful and tired and i just wanted to talk to him so badly,anger
3403,i just feel more resentful and tell myself it was better if i did not share with him,anger
3404,i spent most of that game feeling unsure about where i needed to be what i should be doing and just mostly feeling completely lost,fear
3405,i feel only a little agitated right now,anger
3406,i thought of that feeling of delicious isolation i feel when i am absorbed in a quest each revelation leading to questions then answers then more questions a cave came to mind at first lined with ancient and wisdom filled tomes a deep comfortable chair and large paper strewn table in the centre,joy
3407,i feel like im the only one there with a brain not to be rude but i refuse to sit with loud and rude people so i sit alone with just myself and a good book,anger
3408,i could give it away but im feeling greedy at the moment,anger
3409,im feeling overwhelmed i can just give people the middle finger or tell them to f off,fear
3410,i am left to feel helpless to do anything,fear
3411,i don t know about you but that feeling of powerlessness of not being in control sends me in a mad tizzy for the haagen dazs,anger
3412,i feel inspired to get back to my indigo pot,joy
3413,i didn t need to mention our difference but i was feeling very vulnerable because of the differences and was having a bit of fear that in someway i am doing something wrong,fear
3414,im feeling much more optimistic than i was just before coming here or en route here,joy
3415,i enjoy feedback and love comments on my posts so please do not feel afraid,fear
3416,i didnt feel there was anything special about it,joy
3417,i completely lose ability to segregate my feelings with my actions is when they are rude and hurtful to their father and my husband who is also my hero and best friend and heart,anger
3418,i feel like this shows the change that many countries have taken and that many countries are on the way to making this decision that includes supporting and increasing women in all areas of life,joy
3419,i dont think i would have touched this book if i hadnt received it for free but once i got past my judgments about the author white people problems entitled rich whining and self delusions i feel like i got something valuable out of this book,joy
3420,i was bitten by a dog,fear
3421,i cant believe this is the feeling i was so afraid of not disdain or hatred instead its just actual nothingness laced with a small dash of repulsion,fear
3422,i asked feeling hesitant,fear
3423,i wish things didn t feel so strange so out of place,fear
3424,i felt a little bit of cramping and the same feelings i had been feeling for weeks so was not bothered by it,anger
3425,i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans,anger
3426,i want to not feel shy with them i want to have fun with them,fear
3427,i feel like i was lucky like a four leaf clover,joy
3428,i simply dont want to and it makes me so mad because i want to be able to share these things with you but i feel like were so emotionally far apart now and it makes me mad and makes me unable to go to you,anger
3429,i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife,joy
3430,i started feeling like i was being paranoid since it kept happening,fear
3431,i am so incredibly thankful for the temple and for the blessings the promises and especially the feeling that comes over me when i am either inside this amazing building or simply when i drive by,joy
3432,i do i feel like i just make him mad or upset and he doesn t talk to me,anger
3433,i feel uncertain about his motives and feel an inbalance in our committment to the process of counselling for reconciliation,fear
3434,i began to feel agitated because i wanted to buy ewan some food and medicine before i left,anger
3435,i have writer s block or feel too apprehensive about writing the next scene i copy and paste the part i m at into a new document so i can write freely without feeling that it s set in stone in my saved manuscript,fear
3436,i feel vital full of energy every day and super positive,joy
3437,i woke up on saturday feeling so glad it was saturday and that the work week was behind me,joy
3438,i feel that we are often at the forefront of what soon becomes popular,joy
3439,i truly feel what you all contribute to the blog world especially with regard to educating writers is so valuable,joy
3440,i feel really despised i haven t told them yet but it s really awful feeling so segregated,anger
3441,im being particular but id feel uncomfortable even asserting ive ever been in love,fear
3442,i feel like calling them bitches but it wasnt exactly bitchy coz it wasnt intentional but i could call them ungrateful inconsiderate selfish ok ill say bitches,anger
3443,i sobbed and cried to him feeling quite vulnerable and he did nothing said nothing,fear
3444,i am feeling the strange mix of extremely proud relieved she is on the path to her fabulous future but gutted she has chosen to move out to live in halls of residence at uni,fear
3445,im left feeling paranoid and like it keeps getting harder to feel happy,fear
3446,i feel so frustrated but i cant tell them i am,anger
3447,i was feeling hopeful around the time i took it,joy
3448,i feels acceptable even desirable,joy
3449,i try to hold my tongue try to see it from his point of view but inside i am feeling agitated and irritable about all this pressure to please him when i cannot seem to get my own self in order,fear
3450,i may feel relieved or satisfied but i am probably not having fun,joy
3451,in the army,anger
3452,i am terrified and not feeling terribly keen right now,joy
3453,im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,joy
3454,i try that i just feel that im being judged by eyes that only see me as a weird and vain bastard who thinks so much of himself,fear
3455,i would feel a violent stab of loneliness,anger
3456,i am no longer red it feels weird,fear
3457,i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,fear
3458,im feeling very hopeful about that and this seems like a good time for me to switch doctors too,joy
3459,i couldnt help but feel a little out of place in our casual attire,joy
3460,i feel helpless,fear
3461,i cant help how i feel aside with a few like dick hobbs and rebecca mcpherson im not exactly a popular guy at school,joy
3462,i like to listen to it when the weather gets warm though because it makes me feel like i m carefree and at the beach,joy
3463,i feel and im irritated by it,anger
3464,i feel the most uncertain about the project,fear
3465,i do love life and i do love to laugh and i enjoy the funny side of things because honestly if i dont look at the funny side of things i would spend the majority of my life feeling pissed off over the stupid things that people do,anger
3466,i havent been feeling fantastic this week so i thought id do something different and easier to write that i thought could be fun,joy
3467,i worried over the feeling of supposed to being at church but rich and dr,joy
3468,i get a feeling that why did i pay for getting so fucked,anger
3469,i hurt your feelings or angered you with my last rant im sorry,anger
3470,i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,joy
3471,i found myself feeling so angry,anger
3472,im feeling pressured because it is crunch time with looming deadlines once i hit the airport thursday i know ill be too busy to worry with the other items for a few days,fear
3473,ive had a lot of good days where i feel fabulous and have lots of energy but lately ive also had some bad days where i feel gigantic and slow and clumsy,joy
3474,i am feeling very anxious about going to therapy w,fear
3475,i might have folk over soon if im feeling brave,joy
3476,i was feeling out of sorts anxious not sure what to do with myself,fear
3477,i also feel like i was being way too irritable today,anger
3478,i smile people smile back and tell me they feel a little cheered up seeing me being jolly in the morning,joy
3479,i feel so special that so many people prayed so hard for me,joy
3480,i feel overwhelmed when i think of a country suffering,fear
3481,i feel irritated by everything,anger
3482,i the ultimate place to restore the peace to feel divine to kneel for worship and to attain hapiness,joy
3483,i think i feel myself flushing don t be alarmed i m on a headache medicine that causes that sometimes,fear
3484,i also like to share my happiness by spreading a smile at work sometimes i feel like the people i work for are a bit uptight so its nice to add some chatter to lighten the mood,fear
3485,i feel a lot of pressure but i am determined to finish them so that i can visit my sister in may with a clear conscience,joy
3486,i say his name over and over and feel the change in him the nearly violent desire he reigns in with difficulty as the first waves of orgasmic stupor envelops me,anger
3487,i feel really bitter,anger
3488,i see those forms that i havent do yet i just feel very agitated,anger
3489,i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it,anger
3490,i just cant help but feel extremely jealous of them because theyve been together for a year and half and luke and i have been together for and a half and i have nothing,anger
3491,i feel angry alone unwanted vexed irritable all the time,anger
3492,i feel like i ve been distracted all day or i ve been dealing more with fiddly necessities than actual creative work then i ll feel like the day s been wasted,anger
3493,i feel their energy i feel a joyful sweet enthusiasm for life,joy
3494,i cant quite believe it but i feel more lively and awake ths morning than i have in ages,joy
3495,when my mother was seriously ill and had to be admitted to the hospital,fear
3496,i would feel differently if i believed that the leaders were perfectly truthful,joy
3497,i feel a little uncertain about the structure of a revalidation portfolio,fear
3498,im not sure why i always feel reluctant to write nutrition health posts but i decided that those days are over,fear
3499,earth crake,fear
3500,i feel rebellious a little annoyed mad caged in,anger
3501,i really can carry a grudge for a long time against those i feel have wronged or hurt me in someway whether they are aware of it or not,anger
3502,i feel carefree and weightless and yet worried and grounded all at the same time,joy
3503,i hope he makes some friends and feels welcomed,joy
3504,i cant let all these feeling in one blink im not a heartless person like you i give you a lot of change i give you a lot of change to come and change your decisions i give you a lot of change to find me but you threw it like a crap,anger
3505,im still not sure why reilly feels the need to be so weird,fear
3506,i feel intimidated to go there again at that time for fear it will happen again,fear
3507,i feel like the heartless from kingdom hearts or really any stock character that is born without feelings and watches enviously as the normal people laugh cry love and feel things that i can t,anger
3508,i look back and i feel so incredibly satisfied with my life refreshed ready for my next adventure,joy
3509,i am not feeling well or grouchy or lazy ill sometimes forego my bed in favor of our futon couch for a little shut eye,joy
3510,i looked at my husband and even though i love him with all the love in my heart the feelings i felt for him today when he was stood there so vulnerable grew so deep and strong and i didnt realise that i could love him anymore,fear
3511,i feel i must apologise as i was a little giggly tonight and received a raised eyebrow from a sensible member of the youth orchestra,joy
3512,i feel i can divine the future if only seconds in advance,joy
3513,i feel my children are in harms way i feel frightened,fear
3514,i was feeling pretty cranky this morning and stopping in here really made me feel a lot better,anger
3515,when i saw a man hitting a child of years without any consideration,anger
3516,id gotten the feeling that her friend hated me deeply for whatever id done to her,anger
3517,i do actually feel frightened having seen what my mother went through in her treatment for a malignant melonoma,fear
3518,i have a feeling this month is going to have some damn cool things in store,joy
3519,i have an interest in a relationship with the person long term and an end goal in mind little spats here and there in which i feel i have been wronged are really of rather little consequence in the grand scheme of things,anger
3520,im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,joy
3521,i feel so cluster fucked in my head,anger
3522,i feel like a paranoid stalker or something,fear
3523,im feeling slightly irritable but generally level headed and actually not in a bad mood,anger
3524,watched a horror movie which involved sexual attacks on women,fear
3525,i actually stop to think about it it makes me feel quite overwhelmed,fear
3526,i want her to still feel appreciative of things i do for her,joy
3527,im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen,fear
3528,i feel strange putting a review in this post so ill keep it brief,fear
3529,i do not believe guns are the solution to feeling afraid,fear
3530,i cant help but feel a bi jealous of their professional organization good support system and comfortable living situation,anger
3531,i feel stressed my intention is to remain in control of my feelings,anger
3532,i love this projector it is old it has an old smell to it not displeasing just old and slightly musty it is from the early s i feel like i am in my own little episode of mad men when we set it up to watch something on it,anger
3533,i have the feeling i am going to be tortured tonight,fear
3534,i feel less aggravated and upset today i think i realized that its just not worth it it proved to be wasted time and effort pointless and stupid i am fine with not knowing him im uneffected for the time being at least,anger
3535,i feel like its flying by and im afraid im going to miss something,fear
3536,i landed in dubai that i started to feel ok about coming here,joy
3537,ill write a bunch youll respond and then ill back off in part because i feel shy,fear
3538,i was starting to feel resentful towards ah kiat with regards to his obsessive and anal approach towards the house and forgetting he has only treated me with lots of love care and attention so far since weve been together,anger
3539,i have a feeling that the smell is not going to be pleasant,joy
3540,i have been feeling really creative and have been trying out new things,joy
3541,i am not sure what would make me feel content if anything,joy
